t_us,ads_ch1,ads_ch2,ax0,ay0,az0,gx0,gy0,gz0,ax1,ay1,az1,gx1,gy1,gz1,ax2,ay2,az2,gx2,gy2,gz2,dt0_us,dt1_us,dt2_us
526012950,6472552,6479046,17868,527,4294966325,4294963909,944,4294965375,14635,6651,6954,4294965347,412,4294966584,17405,4294961813,707,4294966034,2253,4294967216,4294966720,4294966720,4294966720
526020951,6472191,6478691,17247,163,4294966368,4294963241,1186,4294965242,14517,6192,6634,4294964764,436,4294966329,17159,4294961766,762,4294965639,2553,4294966937,4294966717,4294966717,4294966717
526028950,6470836,6477025,16576,4294967046,4294966513,4294962785,1224,4294965251,14200,6065,6517,4294964183,528,4294966001,16908,4294961650,735,4294965418,2750,4294966585,4294966720,4294966720,4294966720
526036966,6471877,6478215,16115,4294966765,4294966558,4294962503,1263,4294965317,14124,5778,6356,4294963921,657,4294965709,16535,4294961578,920,4294965390,2790,4294966295,4294966708,4294966708,4294966708
526044974,6470086,6476332,15593,4294966391,4294966598,4294962238,1166,4294965483,13862,5789,6391,4294963644,696,4294965308,16351,4294961529,942,4294965385,2807,4294966016,4294966706,4294966706,4294966706
526052977,6470209,6476085,15134,4294966050,4294966638,4294962119,1038,4294965713,13799,5678,6349,4294963401,674,4294965089,16072,4294961573,1052,4294965376,2859,4294965809,4294966702,4294966702,4294966702
526060953,6470448,6476537,14788,4294965738,4294966722,4294962063,904,4294965928,13642,5535,6065,4294963302,569,4294964948,15746,4294961526,1096,4294965395,2812,4294965622,4294966715,4294966715,4294966715
526068949,6469414,6475131,14712,4294965563,4294966772,4294962218,773,4294966148,13585,5412,5929,4294963373,555,4294964761,15442,4294961394,1299,4294965325,2737,4294965451,4294966720,4294966720,4294966720
526076962,6470490,6476536,14146,4294965433,4294966892,4294962398,530,4294966389,13552,5186,6016,4294963466,506,4294964630,15131,4294961429,895,4294965345,2622,4294965230,4294966709,4294966709,4294966709
526084962,6469515,6475110,14213,4294965275,4294967055,4294962504,237,4294966596,13319,4994,6144,4294963741,342,4294964468,14839,4294961451,682,4294965328,2598,4294965150,4294966710,4294966710,4294966710
526092960,6470101,6476063,14220,4294965298,4294967088,4294962768,76,4294966738,13226,4866,6066,4294963852,235,4294964388,14735,4294961456,623,4294965125,2637,4294965010,4294966712,4294966712,4294966712
526100974,6470487,6476764,14192,4294965388,4294967146,4294963113,4294967159,4294966940,13278,4835,5889,4294963840,83,4294964255,14525,4294961374,751,4294964914,2604,4294965103,4294966706,4294966706,4294966706
526108958,6470636,6476718,14223,4294965549,4294967050,4294963426,4294967032,4294967061,13342,4814,5837,4294963676,4294967241,4294964186,14469,4294961289,846,4294964672,2579,4294965080,4294966713,4294966713,4294966713
