t_us,ads_ch1,ads_ch2,ax0,ay0,az0,gx0,gy0,gz0,ax1,ay1,az1,gx1,gy1,gz1,ax2,ay2,az2,gx2,gy2,gz2,dt0_us,dt1_us,dt2_us
1256684855,6464898,6477145,15345,3708,3339,4294967185,195,4294966655,12148,7429,9166,4294966521,347,4294966069,15196,4294962658,6575,107,382,4294966809,4294966714,4294966714,4294966714
1256690850,6465142,6477385,15323,3770,3493,4294967110,407,4294966540,12015,7538,9216,4294966554,369,4294966035,15372,4294962748,6592,149,208,4294966711,4294966712,4294966712,4294966712
1256696860,6466114,6477898,15280,3803,3629,4294967091,581,4294966436,12027,7446,9285,4294966577,434,4294965979,15368,4294962808,6680,261,4294967295,4294966664,4294966709,4294966709,4294966709
1256704839,6465621,6477848,15206,4044,3766,4294967094,824,4294966324,12030,7477,9179,4294966633,510,4294965873,15460,4294962860,6733,468,4294967122,4294966636,4294966723,4294966723,4294966723
1256710853,6466107,6479133,15156,4086,3839,4294967196,859,4294966336,12049,7461,9258,4294966658,624,4294965829,15460,4294962905,6597,591,4294967067,4294966569,4294966712,4294966712,4294966712
1256718835,6466211,6478459,15133,4343,3970,114,850,4294966378,12109,7440,9214,4294966780,744,4294965720,15611,4294962825,6394,817,4294967191,4294966559,4294966726,4294966726,4294966726
1256724847,6466380,6479434,15167,4503,4037,256,728,4294966473,12058,7493,9170,4294966827,861,4294965653,15681,4294962338,6434,1170,92,4294967141,4294966715,4294966715,4294966715
1256730858,6466682,6479228,15199,4654,4084,469,551,4294966569,12084,7464,9121,4294966762,941,4294965514,15544,4294962949,6640,1186,315,4294966778,4294966708,4294966708,4294966708
1256736847,6467579,6480017,15215,4733,4081,685,368,4294966687,12084,7373,9050,4294966800,1044,4294965462,15468,4294962753,6655,1087,490,4294966562,4294966718,4294966718,4294966718
1256742855,6466777,6479760,15269,4789,4005,812,176,4294966792,12143,7376,9030,4294966829,1128,4294965352,15340,4294962787,6804,859,725,4294966232,4294966711,4294966711,4294966711
1256748844,6466849,6479750,15315,4795,3944,839,36,4294966863,12055,7395,9032,4294966913,1213,4294965293,15258,4294962786,6815,829,944,4294966074,4294966720,4294966720,4294966720
1256754837,6467399,6480037,15250,4713,3915,618,4294967245,4294966888,12071,7409,9071,4294966833,1249,4294965229,15067,4294962783,6838,900,1122,4294965923,4294966726,4294966726,4294966726
1256760844,6467529,6480131,15323,4593,3823,453,4294967214,4294966870,11954,7382,9162,4294966770,1236,4294965142,15119,4294962914,6692,874,1270,4294965842,4294966717,4294966717,4294966717
