t_us,ads_ch1,ads_ch2,ax0,ay0,az0,gx0,gy0,gz0,ax1,ay1,az1,gx1,gy1,gz1,ax2,ay2,az2,gx2,gy2,gz2,dt0_us,dt1_us,dt2_us
1089996846,6464906,6476004,14204,5228,6139,4294967008,4294967089,4294967059,11175,7043,10440,732,686,50,13657,4294963564,9155,808,4294967082,541,4294966716,4294966716,4294966716
1090002840,6464504,6475856,14226,5186,6067,4294966978,4294967009,4294967031,11171,7077,10435,702,696,60,13471,4294963866,9011,765,4294967260,396,4294966722,4294966722,4294966722
1090008853,6465119,6476196,14245,5067,6027,4294966978,4294966985,4294966963,11151,7074,10341,681,734,117,13543,4294963800,8774,587,134,306,4294966712,4294966712,4294966712
1090014849,6465057,6476091,14210,4972,5949,4294966998,4294966971,4294966897,11157,7152,10312,629,820,143,13622,4294963890,8574,430,326,249,4294966719,4294966719,4294966719
1090020872,6463950,6475380,14138,4923,5901,4294967007,4294966999,4294966822,11194,7245,10341,571,924,226,13667,4294963905,8362,331,462,219,4294966703,4294966703,4294966703
1090026850,6464482,6475314,14104,4850,5982,4294967016,4294967116,4294966743,11084,7141,10465,526,932,271,13921,4294963801,8194,441,578,390,4294966717,4294966717,4294966717
1090032849,6464593,6475391,14167,4941,5920,4294967045,4294967232,4294966689,11157,7176,10463,588,879,300,13514,4294964132,8315,520,700,486,4294966714,4294966714,4294966714
1090038839,6463596,6474657,14063,4907,5971,4294967050,98,4294966660,11100,7156,10652,608,860,313,13468,4294964030,8453,4294967224,603,286,4294966722,4294966722,4294966722
1090044853,6463690,6474602,14139,5054,6002,4294967022,231,4294966595,11080,7096,10680,766,834,331,13465,4294963818,8621,4294967062,670,210,4294966713,4294966713,4294966713
1090050849,6463999,6474193,14127,5134,5979,4294967100,340,4294966596,11052,7100,10700,864,858,336,13555,4294963755,8510,4294967015,770,234,4294966715,4294966715,4294966715
1090056853,6463436,6473846,14155,5190,5835,4294967155,425,4294966607,10951,7148,10861,886,895,355,13403,4294963871,8669,4294966940,892,309,4294966715,4294966715,4294966715
1090062848,6462660,6473133,14116,5348,6003,4294967160,497,4294966623,10853,7098,10847,985,851,306,13485,4294963871,8732,4294966799,900,310,4294966720,4294966720,4294966720
1090068862,6463308,6473417,14098,5388,6011,4294967182,598,4294966672,10838,7146,10677,1059,873,282,14295,4294963241,8441,4294966760,991,588,4294966709,4294966709,4294966709
1090074839,6463901,6473701,14084,5572,5981,4294967195,673,4294966693,10782,7234,10506,1005,937,257,13768,4294963297,8817,645,1361,1358,4294966724,4294966724,4294966724
1090080833,6463201,6473254,14021,5637,6100,4294967174,751,4294966737,10742,7250,10453,829,926,159,13565,4294963742,9065,4294967236,770,540,4294966728,4294966728,4294966728
1090086839,6463214,6473151,14071,5679,6191,4294967153,793,4294966774,10868,7272,10651,763,1045,170,13617,4294963619,8970,59,772,655,4294966723,4294966723,4294966723
1090092858,6463620,6473304,14055,5660,6099,4294967144,824,4294966835,10946,7184,10831,723,1004,128,13841,4294963476,9119,4294966950,673,334,4294966709,4294966709,4294966709
1090098833,6462668,6472662,13972,5753,6118,4294967113,805,4294966875,10760,6994,10981,676,1030,34,13893,4294963511,9177,4294966896,546,162,4294966726,4294966726,4294966726
1090104836,6462611,6472482,14012,5732,6095,4294967116,760,4294966948,10779,7084,10997,745,890,4294967244,13871,4294963359,9623,4294966756,354,75,4294966726,4294966726,4294966726
1090110850,6462965,6472477,13949,5835,6129,4294967120,645,4294966985,10925,7291,10793,814,899,4294967229,13851,4294963311,9790,4294966980,188,52,4294966714,4294966714,4294966714
1090116834,6462931,6472595,13918,5681,6026,4294967139,690,4294967113,10983,7221,10866,661,1004,4294967194,13912,4294963108,9673,4294967216,96,43,4294966724,4294966724,4294966724
1090122827,6462451,6472285,13836,5672,6019,4294967228,667,4294967140,10930,7212,10755,653,928,4294967137,13803,4294963183,9570,321,100,99,4294966731,4294966731,4294966731
1090128846,6462902,6472632,13918,5609,6121,4294967055,621,4294967087,10997,7256,10790,584,854,4294967047,13815,4294963232,9482,569,155,72,4294966719,4294966719,4294966719
1090134838,6463397,6473054,13848,5514,6014,4294967270,681,4294967161,11059,7197,10815,547,806,4294967004,13812,4294963403,9254,738,364,112,4294966724,4294966724,4294966724
1090140842,6462632,6472779,13790,5495,6130,142,677,4294967170,11113,7183,10750,491,772,4294966929,13647,4294963495,9292,789,644,176,4294966721,4294966721,4294966721
1090146846,6462696,6472795,13820,5450,6117,107,684,4294967142,10977,7180,10901,474,640,4294966907,13569,4294963539,9164,586,817,24,4294966719,4294966719,4294966719
1090152854,6462843,6472708,13832,5402,6089,96,642,4294967129,11046,7088,10955,500,508,4294966853,13371,4294963746,9146,394,933,4294967276,4294966714,4294966714,4294966714
1090158859,6462624,6472792,13799,5391,6095,79,634,4294967116,11061,7089,10813,588,534,4294966900,13492,4294963612,9062,157,892,4294967270,4294966713,4294966713,4294966713
1090164847,6462641,6472845,13835,5375,6193,4294967254,579,4294967027,10846,7078,10901,660,462,4294966861,13603,4294963336,9211,134,841,93,4294966718,4294966718,4294966718
1090170858,6463458,6473459,13762,5385,6247,74,579,4294967001,10985,7088,10797,700,504,4294966901,13542,4294963437,9343,365,738,160,4294966711,4294966711,4294966711
1090176839,6462641,6472801,13831,5353,6280,7,585,4294966940,10955,7230,10737,741,499,4294966928,13313,4294963409,9250,674,721,439,4294966725,4294966725,4294966725
1090182850,6462274,6472744,13836,5415,6320,4294967269,567,4294966931,10993,7163,10736,699,665,4294967014,13170,4294963700,9262,580,409,109,4294966717,4294966717,4294966717
