t_us,ads_ch1,ads_ch2,ax0,ay0,az0,gx0,gy0,gz0,ax1,ay1,az1,gx1,gy1,gz1,ax2,ay2,az2,gx2,gy2,gz2,dt0_us,dt1_us,dt2_us
937268851,6464667,6476147,13823,5512,6369,4294967102,186,4294967157,10395,7730,10790,4294967230,176,4294967177,14079,4294964054,8513,4294966948,548,130,4294966716,4294966716,4294966716
937274856,6465310,6476353,13823,5432,6378,4294967116,92,4294967198,10368,7755,10800,4294967240,179,4294967125,14080,4294964019,8631,4294966956,516,107,4294966713,4294966713,4294966713
937280844,6465351,6476307,13905,5435,6425,4294967102,50,4294967240,10380,7696,10907,4294967145,155,4294967085,14025,4294963927,8652,4294967036,589,160,4294966717,4294966717,4294966717
937286843,6464709,6475391,13810,5484,6467,4294967085,4294967262,4294967252,10356,7678,10800,4294967096,122,4294967022,14066,4294963887,8664,4294967127,512,147,4294966720,4294966720,4294966720
937292849,6464230,6475431,13829,5471,6399,4294967113,4294967235,4294967293,10394,7625,10722,4294966978,147,4294966996,13913,4294963926,8802,4294967263,491,94,4294966717,4294966717,4294966717
937298827,6465522,6476222,13813,5487,6454,4294967133,4294967160,35,10383,7730,10856,4294966883,172,4294966965,13996,4294963898,8742,64,532,22,4294966727,4294966727,4294966727
937304840,6465280,6476150,13818,5483,6453,4294967121,4294967153,19,10327,7669,10870,4294966809,188,4294966955,14012,4294963889,8709,248,663,40,4294966722,4294966722,4294966722
937310850,6465119,6476143,13830,5472,6431,4294967109,4294967105,58,10384,7654,10938,4294966832,205,4294966957,13913,4294963912,8686,332,826,76,4294966717,4294966717,4294966717
937316837,6465423,6477311,13832,5410,6405,4294967076,4294967071,48,10464,7767,10845,4294966935,217,4294966953,13839,4294963891,8611,321,940,112,4294966726,4294966726,4294966726
937322857,6465727,6477765,13824,5375,6363,4294967066,4294967051,10,10546,7698,10880,4294967036,267,4294966979,13865,4294963792,8701,374,1036,123,4294966713,4294966713,4294966713
937328838,6466275,6478460,13822,5424,6463,4294967032,4294967021,4,10573,7694,10831,4294967071,288,4294966999,13727,4294963785,8793,272,1111,146,4294966723,4294966723,4294966723
937334870,6469101,6480532,13780,5397,6414,4294967019,4294967019,4294967285,10524,7673,10862,4294967131,313,4294967025,13734,4294963739,8856,161,1058,67,4294966702,4294966702,4294966702
937340857,6471965,6483915,13719,5393,6439,4294967022,4294967002,4294967265,10615,7586,10824,4294967137,354,4294967031,13719,4294963693,8770,3,1037,21,4294966712,4294966712,4294966712
937346836,6469898,6484060,13714,5338,6492,4294967034,4294967009,4294967265,10611,7573,10814,4294967172,358,4294967045,13754,4294963601,8706,4294967117,984,16,4294966726,4294966726,4294966726
937352855,6466095,6477413,13661,5305,6673,4294967062,4294966979,4294967246,10680,7537,10797,4294967211,398,4294967102,13744,4294963515,8586,4294966982,892,10,4294966713,4294966713,4294966713
937358835,6462483,6470780,13630,5254,6661,4294967052,4294966944,4294967233,10747,7460,10782,4294967217,423,4294967131,13775,4294963570,8557,4294966837,775,4294967281,4294966726,4294966726,4294966726
937366852,6460462,6471210,13624,5285,6717,4294966947,4294966822,4294967193,10819,7501,10869,4294967199,405,4294967212,13809,4294963619,8434,4294966773,674,67,4294966713,4294966713,4294966713
937372839,6461968,6473778,13698,5333,6816,4294966848,4294966612,4294967197,10787,7527,10981,4294967254,335,4294967242,13911,4294963762,8550,4294966803,615,117,4294966723,4294966723,4294966723
937378860,6463310,6474423,13724,5302,6690,4294966794,4294966384,4294967207,10831,7586,10854,0,226,4294967247,13918,4294963764,8561,4294966851,475,226,4294966710,4294966710,4294966710
937384854,6463765,6475754,13787,5340,6569,4294966735,4294966219,4294967205,10899,7548,10738,4294967239,90,4294967245,13982,4294963650,8717,4294966978,291,337,4294966712,4294966712,4294966712
937390846,6464381,6476484,13949,5354,6291,4294966737,4294966119,4294967223,10833,7606,10805,4294967178,31,4294967289,13957,4294963656,8731,4294967202,240,428,4294966719,4294966719,4294966719
937396842,6465053,6476545,14026,5398,6215,4294966783,4294966112,4294967239,10816,7575,10807,4294967177,93,4294967255,14087,4294963741,8602,80,217,505,4294966722,4294966722,4294966722
937402829,6465019,6476793,14005,5366,6255,4294966852,4294966206,4294967225,10773,7579,10821,4294967238,117,4294967267,14278,4294963531,8667,309,290,581,4294966729,4294966729,4294966729
937408835,6464860,6476801,14025,5292,6249,4294966827,4294966386,4294967206,10727,7529,10867,23,182,4294967275,14260,4294963503,8860,414,344,622,4294966726,4294966726,4294966726
937414840,6465206,6477153,13931,5277,6357,4294966794,4294966554,4294967151,10682,7521,10860,121,188,2,14262,4294963601,8817,421,397,609,4294966724,4294966724,4294966724
937420849,6465531,6477296,13807,5184,6513,4294966737,4294966678,4294967093,10706,7543,10842,107,210,4294967290,14216,4294963403,8734,377,502,586,4294966716,4294966716,4294966716
937426850,6465475,6477357,13787,5071,6378,4294966684,4294966835,4294967054,10715,7483,10940,202,232,4294967289,14283,4294963536,8420,501,709,591,4294966716,4294966716,4294966716
937432852,6465464,6477429,13720,5144,6332,4294966717,4294966818,4294967072,10647,7467,10969,335,332,21,14260,4294963740,8206,408,924,508,4294966716,4294966716,4294966716
937438848,6466166,6477995,13990,5056,6195,4294966809,4294966715,4294967143,10628,7498,10983,351,431,61,14261,4294963762,8227,448,1105,476,4294966718,4294966718,4294966718
937444854,6465585,6477582,14035,5035,6073,4294966903,4294966600,4294967180,10569,7531,10851,378,500,67,14184,4294963892,8319,346,1190,485,4294966712,4294966712,4294966712
937450837,6465443,6477805,14070,4965,5979,4294967113,4294966539,4294967175,10474,7629,10791,370,427,49,14108,4294963818,8560,273,1217,476,4294966726,4294966726,4294966726
937456852,6465884,6477988,14072,5047,5921,0,4294966571,4294967132,10499,7683,10608,293,373,17,14076,4294963928,8525,246,1107,486,4294966713,4294966713,4294966713
937462871,6465847,6477763,14198,4968,5886,4294967278,4294966674,4294967103,10625,7664,10507,329,339,4294967267,14139,4294963688,8719,185,993,449,4294966701,4294966701,4294966701
